OID_,FID_SpringCatchData_XYTableToPoint,SpringCatchData_csv_Station,SpringCatchData_csv_SampleDate,SpringCatchData_csv_Latitude,SpringCatchData_csv_Longitude,SpringCatchData_csv_CatchRowID,SpringCatchData_csv_SampleRowID,SpringCatchData_csv_OrganismCode,SpringCatchData_csv_Catch,SpringCatchData_csv_CommonName,Stations_Station,Stations_Lati,Stations_Longi,FID_RiskRegions_DWSC_Update_9292020,Subregion,area_km2,area_hecta,are_mi2,Shape_Leng
1464,1364,715,16-Mar-06,,,2405,881,24,13,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1465,1365,715,16-Mar-06,,,2406,881,20,17,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1466,1366,715,16-Mar-06,,,2407,881,12,2,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1467,1367,715,16-Mar-06,,,2408,881,32,1,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1468,1442,715,12-Apr-06,,,2479,915,20,2,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1469,1443,715,12-Apr-06,,,2480,915,9,3,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1470,1490,715,11-May-06,,,2541,947,20,1,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1471,1491,715,11-May-06,,,2542,947,9,91,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1472,1585,715,11-Jan-07,,,2627,994,24,11,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1473,1708,715,07-Feb-07,,,2760,1043,20,1,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1474,1709,715,07-Feb-07,,,2761,1043,32,1,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1475,1825,715,07-Mar-07,,,2895,1118,32,1,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1476,1847,715,20-Mar-07,,,2925,1136,24,1,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1477,1848,715,20-Mar-07,,,2926,1136,12,2,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1478,1849,715,20-Mar-07,,,2927,1136,9,1,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1479,1955,715,05-Apr-07,,,3033,1182,24,2,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1480,1956,715,05-Apr-07,,,3034,1182,9,4,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1481,1976,715,03-May-07,,,3053,1193,19,1,American shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1482,1977,715,03-May-07,,,3054,1193,9,208,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1483,2282,715,06-Mar-02,,,306,103,24,5,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1484,2283,715,06-Mar-02,,,307,103,25,7,longfin smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1485,2284,715,06-Mar-02,,,308,103,20,3,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1486,2354,715,20-Feb-03,0,0,380,138,32,3,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1487,2355,715,20-Feb-03,0,0,381,138,9,3,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1488,2356,715,20-Feb-03,0,0,382,138,20,35,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1489,2357,715,20-Feb-03,0,0,383,138,12,2,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1490,2358,715,20-Feb-03,0,0,384,138,24,49,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1491,2442,715,18-Mar-03,,,504,177,61,1,hitch,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1492,2443,715,18-Mar-03,,,505,177,9,4,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1493,2444,715,18-Mar-03,,,506,177,12,4,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1494,2445,715,18-Mar-03,,,507,177,24,73,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1495,2644,715,14-May-03,,,748,278,9,12,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1496,2645,715,14-May-03,,,749,278,24,3,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1497,2855,715,09-Feb-04,,,963,349,24,1,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1498,2856,715,09-Feb-04,,,964,349,20,8,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1499,2857,715,09-Feb-04,,,965,349,12,3,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1500,3041,715,07-May-04,,,1511,536,24,1,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1501,3042,715,07-May-04,,,1512,536,20,1,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1502,3043,715,07-May-04,,,1513,536,9,79,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1503,3074,715,26-Jan-05,,,1570,561,20,6,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1504,3075,715,26-Jan-05,,,1571,561,24,15,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1505,3240,715,25-Feb-05,,,1758,630,20,5,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1506,3241,715,25-Feb-05,,,1759,630,9,2,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1507,3242,715,25-Feb-05,,,1760,630,24,4,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1508,3411,715,18-Apr-05,,,1965,695,9,11,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1509,3576,715,09-Jan-08,38-13-26.1,121-40-28.1,3184,1235,20,13,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1510,3577,715,09-Jan-08,38-13-26.1,121-40-28.1,3185,1235,19,1,American shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1511,3579,715,09-Jan-08,38-13-26.1,121-40-28.1,3187,1235,9,3,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1512,3688,715,04-Feb-08,38-13-36.3,121-40-27.2,3294,1272,24,4,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1513,3689,715,04-Feb-08,38-13-36.3,121-40-27.2,3295,1272,20,11,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1514,3690,715,04-Feb-08,38-13-36.3,121-40-27.2,3296,1272,12,9,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1515,3817,715,10-Mar-08,,,3425,1330,24,2,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1516,4160,715,11-Feb-09,,,3804,1525,9,1,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1517,4244,715,18-Mar-09,,,3889,1566,0,0,No Catch,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1518,4327,715,15-Apr-09,,,4072,1612,0,0,No Catch,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1519,4411,715,12-May-09,,,4054,1648,63,1,Sacramento pikeminnow,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1520,4412,715,12-May-09,,,4055,1648,9,8,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1521,4453,715,13-Jan-10,38-15-24.4,121-41-23.9,4097,1692,24,3,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1522,4454,715,13-Jan-10,38-15-24.4,121-41-23.9,4098,1692,20,1,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1523,4455,715,13-Jan-10,38-15-24.4,121-41-23.9,4099,1692,12,9,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1524,4549,715,10-Feb-10,38-13-36.1,121-40-30.1,4341,1772,24,7,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1525,4550,715,10-Feb-10,38-13-36.1,121-40-30.1,4342,1772,32,1,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1526,4551,715,10-Feb-10,38-13-36.1,121-40-30.1,4343,1772,12,6,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1527,4552,715,10-Feb-10,38-13-36.1,121-40-30.1,4344,1772,9,2,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1528,4623,715,10-Mar-10,38-13-26.8,121-40-27.7,4404,1815,24,7,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1529,4624,715,10-Mar-10,38-13-26.8,121-40-27.7,4405,1815,19,1,American shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1530,4625,715,10-Mar-10,38-13-26.8,121-40-27.7,4406,1815,12,3,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1531,4626,715,10-Mar-10,38-13-26.8,121-40-27.7,4407,1815,9,1,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1532,4715,715,07-Apr-10,38-13-20.5,121-40-25,4512,1859,9,4,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1533,4725,715,05-May-10,38-13-30.2,121-40-27,4521,1867,24,1,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1534,4726,715,05-May-10,38-13-30.2,121-40-27,4522,1867,9,5,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1535,4834,715,12-Jan-11,38-13-30.6,121-40-29.2,4640,1927,24,2,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1536,4835,715,12-Jan-11,38-13-30.6,121-40-29.2,4641,1927,32,1,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1537,4909,715,09-Feb-11,38-13-26.9,121-40-29.3,4715,1974,24,1,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1538,4975,715,09-Mar-11,38-13-27.1,121-40-27.1,4780,2010,24,1,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1539,4976,715,09-Mar-11,38-13-27.1,121-40-27.1,4781,2010,12,1,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1540,4977,715,09-Mar-11,38-13-27.1,121-40-27.1,4782,2010,9,1,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1541,5049,715,06-Apr-11,38-13-22.2,121-40-24.5,4856,2060,0,0,No Catch,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1542,5112,715,04-May-11,38-13-24.7,121-40-25.9,4917,2092,38,1,threespine stickleback,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1543,5113,715,04-May-11,38-13-24.7,121-40-25.9,4918,2092,9,18,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1544,5268,715,15-Feb-12,38-13-19.2,121-40-25.4,5084,2190,9,1,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1545,5269,715,15-Feb-12,38-13-19.2,121-40-25.4,5085,2190,32,3,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1546,5358,715,08-Mar-12,38-13-20.9,121-40-26.6,5175,2232,20,1,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1547,5359,715,08-Mar-12,38-13-20.9,121-40-26.6,5176,2232,32,1,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1548,5360,715,08-Mar-12,38-13-20.9,121-40-26.6,5177,2232,24,41,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1549,5614,715,09-Jan-13,38-13-26.8,121-40-26.7,5396,2336,24,4,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1550,5615,715,09-Jan-13,38-13-26.8,121-40-26.7,5427,2336,20,3,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1551,5616,715,09-Jan-13,38-13-26.8,121-40-26.7,5428,2336,12,2,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1552,5727,715,06-Feb-13,38-13-23.4,121-40-25.2,5552,2396,12,1,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1553,5779,715,06-Mar-13,38-13-38.7,121-40-28.9,5591,2435,0,,No Catch,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1554,5850,715,04-Apr-13,38-13-28.3,121-40-28,5636,2467,9,8,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1555,5851,715,04-Apr-13,38-13-28.3,121-40-28,5678,2467,29,1,splittail,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1556,6019,715,15-Jan-14,38-13-30.6,121-40-28.3,5848,2558,20,10,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1557,6020,715,15-Jan-14,38-13-30.6,121-40-28.3,5849,2558,12,7,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1558,6021,715,15-Jan-14,38-13-30.6,121-40-28.3,5850,2558,24,5,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1559,6095,715,12-Feb-14,38-13-26.6,121-40-26.7,5924,2598,24,2,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1560,6096,715,12-Feb-14,38-13-26.6,121-40-26.7,5925,2598,20,10,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1561,6097,715,12-Feb-14,38-13-26.6,121-40-26.7,5926,2598,33,1,striped bass age 0,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1562,6098,715,12-Feb-14,38-13-26.6,121-40-26.7,5927,2598,12,3,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1563,6099,715,12-Feb-14,38-13-26.6,121-40-26.7,5928,2598,32,6,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1564,6100,715,12-Feb-14,38-13-26.6,121-40-26.7,5929,2598,9,8,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1565,6258,715,08-Apr-14,38-13-30.9,121-40-28.7,6089,2666,24,1,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1566,6259,715,08-Apr-14,38-13-30.9,121-40-28.7,6090,2666,9,11,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1567,6357,715,07-May-14,38-13-24.7,121-40-24.5,6193,2720,38,1,threespine stickleback,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1568,6516,715,17-Dec-14,38-13-27.2,121-40-26.2,6344,2779,24,1,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1569,6517,715,17-Dec-14,38-13-27.2,121-40-26.2,6345,2779,20,33,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1570,6518,715,17-Dec-14,38-13-27.2,121-40-26.2,6346,2779,95,1,shimofuri goby,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1571,6519,715,17-Dec-14,38-13-27.2,121-40-26.2,6347,2779,103,1,Siberian prawn,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1572,6520,715,17-Dec-14,38-13-27.2,121-40-26.2,6468,2779,19,3,American shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1573,6637,715,14-Jan-15,38-13-31.5,121-40-28.6,6523,2849,0,,No Catch,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1574,6850,715,11-Mar-15,38-13-11.8,121-40-22.7,6743,2959,25,1,longfin smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1575,7044,715,06-May-15,38-13-13.5,121-40-22.5,6940,3046,0,,No Catch,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1576,7236,715,13-Jan-16,38-13-15.1,121-40-24.6,7134,3135,24,1,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1577,7237,715,13-Jan-16,38-13-15.1,121-40-24.6,7135,3135,20,6,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1578,7238,715,13-Jan-16,38-13-15.1,121-40-24.6,7136,3135,12,1,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1579,7239,715,13-Jan-16,38-13-15.1,121-40-24.6,7137,3135,63,3,Sacramento pikeminnow,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1580,7240,715,13-Jan-16,38-13-15.1,121-40-24.6,7138,3135,9,2,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1581,7335,715,10-Feb-16,38-13-22.1,121-40-25.9,7239,3176,24,1,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1582,7336,715,10-Feb-16,38-13-22.1,121-40-25.9,7240,3176,20,3,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1583,7337,715,10-Feb-16,38-13-22.1,121-40-25.9,7241,3176,32,6,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1584,7439,715,09-Mar-16,38-13-23.0,121-40-25.8,7343,3217,63,2,Sacramento pikeminnow,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1585,7440,715,09-Mar-16,38-13-23.0,121-40-25.8,7344,3217,12,1,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1586,7441,715,09-Mar-16,38-13-23.0,121-40-25.8,7345,3217,32,2,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1587,7442,715,09-Mar-16,38-13-23.0,121-40-25.8,7346,3217,103,2,Siberian prawn,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1588,7852,715,11-Jan-17,38-13-11.4,121-40-19.8,7758,3370,20,5,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1589,7853,715,11-Jan-17,38-13-11.4,121-40-19.8,7759,3370,12,5,inland silverside,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1590,7854,715,11-Jan-17,38-13-11.4,121-40-19.8,7760,3370,95,2,shimofuri goby,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1591,7855,715,11-Jan-17,38-13-11.4,121-40-19.8,7761,3370,52,9,bluegill,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1592,7856,715,11-Jan-17,38-13-11.4,121-40-19.8,7762,3370,9,3,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1593,7857,715,11-Jan-17,38-13-11.4,121-40-19.8,7763,3370,104,3,redear sunfish,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1594,8006,715,08-Feb-17,38-13-19.0,121-40-24.8,7968,3427,9,7,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1595,8060,715,08-Mar-17,38-13-20.1,121-40-25.3,8022,3450,24,4,delta smelt,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1596,8061,715,08-Mar-17,38-13-20.1,121-40-25.3,8023,3450,20,1,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1597,8062,715,08-Mar-17,38-13-20.1,121-40-25.3,8024,3450,63,1,Sacramento pikeminnow,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1598,8063,715,08-Mar-17,38-13-20.1,121-40-25.3,8025,3450,32,1,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1599,8064,715,08-Mar-17,38-13-20.1,121-40-25.3,8026,3450,65,2,golden shiner,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1600,8065,715,08-Mar-17,38-13-20.1,121-40-25.3,8027,3450,103,2,Siberian prawn,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1601,8167,715,05-Apr-17,38-13-29.9,121-40-28.2,8131,3509,32,3,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1602,8168,715,05-Apr-17,38-13-29.9,121-40-28.2,8132,3509,9,9,chinook salmon,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1603,8300,715,13-Dec-17,38-13-30.9,121-40-28.4,8270,3589,20,20,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1604,8376,715,10-Jan-18,38-13-23.2,121-40-26.6,8346,3628,0,,No Catch,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1605,8445,715,07-Feb-18,38-13-34.9,121-40-29.3,8415,3669,20,3,threadfin shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1606,8446,715,07-Feb-18,38-13-34.9,121-40-29.3,8416,3669,19,1,American shad,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
1607,8508,715,07-Mar-18,38-13-25.4,121-40-27.1,8479,3713,32,2,steelhead,715,38.2257767,-121.6750259,3,North Delta,448,44800,173,1.533990404880000
